bank_name,address,city,state,phone,latitude,longitude
Vivek Blood Bank,"253, K-11,  K.P. Road, Nagercoil, 629003",Nagercoil,Tamil Nadu,"04652 230108, 04652 234408",8.184559,77.410413
Alphonsa Hospital Blood Bank,"Annakara, SH 19, 685512",Murikkassery,Kerala,04868 263873,9.665029,77.158547
General Hospital Blood Bank,,ThiruvAnanthapuram,Kerala,0471 2307874,8.500115,76.94234
Government Hospital Blood Bank,"Goverment Hospital, Ambasamudram, 627401",Ambasamudram,Tamil Nadu,04634 253480,8.702599,77.385988
Lifeline Super Speciality Hospital Blood Bank,"Building No XII/804 J, 14th Mile, Melood, 691523",Adoor,Kerala,04734 223377,9.163442,76.706321
Thangam Blood Bank (Run by Thangam Chartiable Community Health Trust) William Hospital,"No 252, II floor, william hospital complex, Krishnan Koil, Nagerkoil, 629003",Nagercoil,Tamil Nadu,04652 277955,8.191431,77.423288
Immaculate Heart of Mary Hospital Blood Bank,"Bharanganam, Palai, 686578",Bharanganam,Kerala,0472 2236158,9.70387,76.720484
PRS Hospital Private Limited Blood Bank,"Killipalam, 695002",Thiruvananthapuram,Kerala,0471 2913000,8.480729,76.959445
Mar Gregorious Memorial Muthoot Medical Centre Blood Bank,689641,Kozhencherry,Kerala,0468 2314000,9.337904,76.710744
M/s. Al-Azhar Medical College & Super Speciality Hospital Blood Bank,"Building No. IV/305/A, Ezhalloor Post, Thodupuzha, Idukki, 685605",Thodupuzha,Kerala,04862 223000,9.940275,76.721012
Ananthapuri Hospital and Research Institute Blood Bank,"NH Bypass, Chacka, 695024",ThiruvAnanthapuram,Kerala,0471 2506565,8.486539,76.926988
General Hospital Blood Bank,689645,Pathanamthitta,Kerala,0468 2222364,9.265822,76.782358
Bishop Benziger Hospital Blood Bank,"Beach Road, 691001",Kollam,Kerala,0474 2768204,8.929265,76.91794
Chithra Hospital Blood Bank,686544,Pandalam,Kerala,04734 2252865 (NR),9.465857,76.778869
Kanyakumari Medical College Hospital Blood Bank,"KGMCH,  Asaripallam, 629003",Nagercoil,Tamil Nadu,04652 236949,8.172512,77.392704
Dr. Jeyasekharan Medical Trust and Nursing Home Blood Bank,"No. 253, KP Road, Nagercoil, Kanyakumari,, 629003",Nagercoil,Tamil Nadu,"04652 230019,0465 230020,04652 230021",8.184416,77.409869
Government Taluk Hospital Blood Bank,"Government Taluk Hospital, Gudalur, 643212",Gudalur,Tamil Nadu,04262 261222,9.676495,77.240608
Catherine Booth Hospital Blood Bank (Run By The Salvation Army),"M/s.  The Salvation Army Catherine Booth Hospital,
Arunachalam Colony, Nagercoil, 629001",Nagarcoil,Tamil Nadu,"04652 275516, 04652 275517",8.200027,77.43068
M/s. Ruckmoni Memorial Devi Hospital Blood Bank,"Ponnambi, Vellarada, Thiruvananthapuram, 695505",Trivandrum,Kerala,"0471 2242027, 0471 2241017",8.4482986,77.127416
M/s. S R Super Speciality Hospital Blood Bank,"Building No 09/1109, 4th Floor, Akathumuri, Vennicode P O, Varkala, 695318",Thiruvananthapuram,Kerala,0470 2611176,8.7081618,76.7316653
Taluk Head Quarters Hospital Blood Bank,691506,Kottakkara,Kerala,0474 2452610,9.004354,76.775632
Government Head Quarters Hospital Blood Bank,"Government Head Quarters Hospital, Tenkasi, 627811",Tenkasi,Tamil Nadu,04633 280138,8.952567,77.315522
Government Hospital Blood Bank,"Govt. Blood Bank 
Thaluk hospital 
Punalur, 691305",Punalur,Kerala,"0475 2222702, 0475 2228702",9.019172,76.924716
Sree Uthradam Thirunal Hospital Blood Bank,"Pattom, 695028",ThiruvAnanthapuram,Kerala,"0471 4077777, 0471 4077194",8.599623,76.969593
District Hospital Blood Bank,"Mon Civil Hospital, Tuensang-Mon Naginimora Road
Blood Bank, 798621",Mon,Nagaland,9436441059,26.716467,95.02633
Aditya Diagnostic Hospital Blood Bank,"Bordoloi Avenue, Dibrugarh, 786005",Dibrugarh,Assam,"0373 2302219, 0373 2302220",27.491383,94.931116
District Hospital Blood Bank and Transfusion Unit,"District Hospital, Khangbok, Maning Leikai, Manipur, 795138",Thoubal,Manipur,0384 8222214,24.624975,94.013034
Lohit District Hospital Blood Bank,"District Hospital Tezu, Lohit District, Arunachal Pradesh, 792001",Tezu,Arunachal Pradesh,9436633161,27.559574,96.101627
District Hospital Blood Bank,"District Hospital Colony, Dimapur, 797112",Dimapur,Nagaland,9436009493,25.905078,93.731607
General Hospital Ziro  Blood Bank,"General Hospital Ziro, Lower Subansiri, 791120",Ziro,Arunachal Pradesh,"08415000448, 09402290012",27.53875,93.822176
Greater Jorhat Lions Blood Bank,"Lions Multiple Service Centre, Sonali Jayanti Nagar, 785001",Jorhat,Assam,N/A,26.753059,94.185964
Upper Siang District Hospital Blood Bank,"District Hospital, Yingkiong, Upper Siang District, 
Arunachal Pradesh., 791002",Yingkiong,Arunachal Pradesh,03777 222545,28.641662,95.025348
Dr. Imkongliba Memorial District Hospital Blood Bank,"Dr. Imkongliba memorial District Hospital, Majakong Ward, Mokukchung, 798601",Mokokchung,Nagaland,9436006242,26.318678,94.52071
West Siang District Hospital Blood Bank,"District Hospital, Medical Complex, Aalo, 791001",Aalo,Arunachal Pradesh,9436056268,28.169282,94.801031
Tinsukia Blood Bank,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia, 786125",Tinsukia,Assam,0374 2332080,27.490438,95.363017
General Hospital Blood Bank,"General Hospital, Kohima, 797112",Kohima,Nagaland,9436292954,25.596486,94.12323
Vivekananda Kendra NRL Hospital Blood Bank,"NRL Township, Numaligarh Refinery Complex, 785699",Golaghat,Assam,"03776-266-566,03776-266-700",26.591371,93.749516
Diphu Civil Hospital Blood Bank,"Diphu, Karbi Anglong, 782460",Diphu,Assam,9435066080,25.844281,93.433805
Central Hospital  Coal India Limited,"Coal India Limited, Margerita, 786184",Margherita,Assam,9435138053,27.289292,95.674768
Arunachal State Hospital Blood Bank,"Arunachal State Hospital / General Hospital, NH 52A, Lumer Dai Road, 791110",Naharlagun,Arunachal Pradesh,"08731981187, 09436896857",27.103121,93.691936
District Hospital Blood Bank,"District Hospital, South Point East, Near Sheipu, Zunhebeto
Blood Bank, 798620",Zunheboto,Nagaland,9436824331,26.002962,94.523584
District Hospital Blood Bank,"Churachandpur District Hospital, IB Road, Hiangtam Lamka, 795128",Churachandpur,Manipur,387423396,24.343447,93.692909
District Hospital Blood Bank,"Civil Hospital, Tuensang-Mon-Naginimora Road, Nagaland
Blood Bank, 798612",Tuensang,Nagaland,N/A,26.253444,94.817879
District Hospital Blood Bank Champhai,"District Hospital, Champhai
Vengsang Champhai
Near BSNL office Champhai, 796321",Champhai,Mizoram,03831 234926,23.48105,93.3097
Naga Hospital Authority Blood Bank,"Naga Hospital, NH 39, AH1, Kohima, 797001",Kohima,Nagaland,N/A,25.669384,94.095902
Ramakrishna Mission Hospital Blood bank,"Ramakrishna Mission Hospital 
P.O. Ramakrishna Mission
Itanagar,, 791113",Itanagar,Arunachal Pradesh,"0360-221 2263, 221 8780",27.086178,93.609065
Tinsukia Civil Hospital Blood Bank,"Bordoloi Nagar, Tinsukia, 786125",Tinsukia,Assam,0374 2308343,27.498632,95.358861
Kushal Konwar (KK) Civil Hospital Blood Bank,"Abita Building, 1st floor,  Golaghat Near stataion Rd, 785621",Golaghai town,Assam,"00377 428 0042, 03774 280265",26.510171,93.964569
Changlang District Hospital Blood Bank,"District Hospital, Changlang District, Arunachal Pradesh, 792120",Changlang,Arunachal Pradesh,9436068812,27.139258,95.738757
Catholic Hospital Blood Bank,"Borgang, 784167",Biswanath chariali,Assam,3715291162,26.815339,93.320185
Model Blood Bank - Department of IHBT,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal, 795004",Imphal,Manipur,0385 2411434,24.815898,93.922827
Pragati Hospital and Research Centre Blood Bank,"A.T. Road, Sivsagar, 785640",Sivasagar,Assam,9854041744,26.997865,94.61976
Dhemaji Civil Hospital Blood Bank,"Ward No:9, Lachit Nagar, Natun Nagar Rd, 787057",Dhemaji,Assam,N/A,27.458026,94.574533
Simdega Sadar Hospital Blood Bank,"Blood Bank, Sadar Hospital Simdega, 825223",Simdega,Jharkhand,9905101190,22.6149779,84.5028825
Christian Institute of Health Sciences and Research Blood Bank,"Christian Institute of Health Sciences & Research, 
4th Mile, P.B. 31, P.O. ARTC, Dimapur, 797115",Dimapur,Nagaland,9862583187,25.865482,93.771446
Shija Blood Bank and Transfusion Services,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal, 795004",Imphal,Manipur,0385 2055584,24.835805,93.914217
Dr. Damani&#39;s Nursing Home Blood Bank,"L.G.B. Avenue, Near Circuit House, 786001",Dibrugarh,Assam,0373 2300928,27.4898858,94.9229632
Indian Oil Corp Ltd (AOD) Hospital blood bank,"IOCL, Assam Division, Digboi, 786171",Digboi,Assam,03751-263515,27.39287,95.62943
District Hospital Blood Bank,"Wokha Civil Hospital, Wokha, Near NH 61, 797111",Wokha,Nagaland,N/A,26.079008,94.259206
JNIMS Hospital Blood Bank and Transfusion Unit,"JNIMS Hospital, 
Ryang Palli Road, Near TV Road
Porompat, Imphal East, 795005",Porompat,Manipur,"0385 2443142, 0385 2443144",24.811173,93.961697
Pasighat General Hospital Blood Bank,"General Hospital, Pasighat,  Jt. DHS (T&R), High Region, Near NH 52., 791102",Pasighat,Arunachal Pradesh,9436225890,28.071544,95.325113
District Hospital Blood Bank,"District Hospital, Bethany 1 Colony, Phek town, 797108",Phek,Nagaland,N/A,25.710067,94.464482
O.N.G.C. Limited Hospital Blood Bank,"Sivasagar, 785640",Sivasagar,Assam,N/A,26.981201,94.651794
North Lakhimpur Civil Hospital Blood Bank,"North Lakhimpur, 787001",North Lakhimpur,Assam,"03752 242240, 03752 243182",27.242685,94.106483
Assam Medical College and Hospital Blood Bank,"Barbari, Dibrugarh, 786002",Dibrugarh,Assam,3732303731,27.486985,94.944179
Oil India Limited Hospital Blood Bank,"Oil Hospital, Duliajan, 786602",Duliajan,Assam,0374 2806356,27.359192,95.323648
Sivasagar Civil Hospital Blood Bank,"Joysagar, 785640",Sivasagar,Assam,9435057007,26.955222,94.611106
Jorhat Medical College and Hospital Blood Bank,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan, 785001",Jorhat,Assam,0376 2370155,26.742573,94.195109
Upper Subansiri District Hospital Blood Bank,"District Hospital Daporijo, Upper Subansiri District, 
Arunachal Pradesh, 791122",Daporijo,Arunachal Pradesh,"08794050827, 09436089691",27.981329,94.217428
Nanded Blood Bank,"Shivaji Nagar ,Opposite to Adhar Hospital, Nanded, 431602",Nanded,Maharashtra,02462 233810,19.161264,77.304543
Swami Ramanand Tirth Arben Medical College Hospital Blood Bank,"Swami Ramanand Tirth Arben Medical College Hospital Ambajogai Tq. Ambajogai,  Beed, 431517",Beed,Maharashtra,02446 244472,18.731377,76.370902
Guru Gobindsinghji Blood Bank,"Geeta Bhavan 1 & 2 Floor, House No 3-1-366, Near Government, Opposite to Ayurvedic College, Bus Stand Road, Vazirabad, Nanded, 431601",Nanded,Maharashtra,02462 233332,19.156029,77.309
Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,"Vazirabad, Nanded",Nanded,Maharashtra,"02462 235711, 02462 235712, 02462 234702",19.109305,77.29295
"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur","1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur, 413001",Solapur,Maharashtra,"0217 2311215,  0217 2311281, 0217 2311215, 0217 2311281",17.66391,75.900793
Government Medical College General Hospital Blood Bank,"Blood Bank, Government Medical College & Hospital, Old Railway Station,  Gandhi Chowk, Latur, 413512",Latur,Maharashtra,"02382 257670, 02382 253017",18.39451,76.578201
IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur, 413101",Solapur,Maharashtra,"02185 222101, 02185 225601, 02185 222665, 02185 222166",17.660169,75.906401
Arpan Blood Bank,"2nd Floor, Dayma Complex, Doctor Lane, Ghamodia,Nanded, 431601",Nanded,Maharashtra,"02462 241587, 02452 239587",19.161084,77.303022
Arpan Blood Bank Latur,"H.No R-3-1030,  Old Sonawane Hospital, Near  Ashok Hotel, Main Road, Latur, 413512",Latur,Maharashtra,"02382 251476, 02382 252476",18.408491,76.551573
Navjivan Blood Bank,"Plot No 2-10-240 1 st Floor, Jalna Road, Opposite to M.S.E.B. Office, Beed, 431122",Beed,Maharashtra,"02442 233423, 02442 232434, 02442 223975",19.000048,75.755254
Athar Minorities Social and Welfare Associations - Athar Blood Bank,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur, 413002",Solapur,Maharashtra,0217 2622999,17.676725,75.910238
IRCS Nagappa Amberkhane Blood Bank,"Banshelki Road Near Nalegaon Railway Crossing Gate Udgir, Latur, 413517",Latur,Maharashtra,02385 258325,18.392306,77.106985
Hazur Saheb Blood Bank,"2nd Floor, Opposite to Bank of India, Sant Kripa Market, GG Road, Nanded, 431601",Nanded,Maharashtra,"02462 248888, 02462 239999",19.153093,77.318654
Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank,"B-Block Ground Floor, Shri. Chatrapati Shivaji Maharaj Sarvopchar Hospital, Solapur, Maharashtra, 413003",Solapur,Maharashtra,"0217 2310766, 0217 2749440",17.659024,75.912826
Solapur Blood Bank,"136, Railway Line, Near Railway Station, Near Atthar Hospital, Anjani Chembers,  Solapur, 413001",Solapur,Maharashtra,"0217 2317242, 0217 2318028",17.65992,75.906391
Arpan Blood Bank Beed,"3rd Floor, Thorat Multispeciality Hospital, D.P. Road, Anand Nagar, Ambejogai, Dist - Beed,, 431517",Beed,Maharashtra,02446 245002,18.725503,76.390737
Smt. Saraswati Karad Blood Bank,"MIMSR Medical College and Y.C.R. Hospital, Vishwanath Puram,  Ambejogai Road, Latur, 413512",Latur,Maharashtra,"02382 227424, 02382 227028 (Extn. 242)",18.429485,76.577846
Indian Red Cross Society - Smt. Gopabai Damani Blood Bank,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur, 413001",Solapur,Maharashtra,"0217 2726858, 0217 2722106",17.660077,75.906391
Golvalkar Guruji Blood Bank,"Plot No.2-12-407, Bandhaghat Road, Vazirabad, Nanded, 431601",Nanded,Maharashtra,02462 243300,19.168646,77.326553
IRCS - Dr. Bhalchandra Blood Bank,"Red Cross Bhavan, Gandhi Market, Latur, 413512",Latur,Maharashtra,"02382 246078, 02382 254994",18.401208,76.580639
SIDDHESHWAR BLOOD BANK,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur, 413003",Solapur,Maharashtra,0217 2323222,17.672075,75.904841
Vaidynath Blood Bank,"Mundhe Children Hospital, Near Dube Petrol Pump, Jai Nagar, Parli-Vaijnath, Beed, 431515",Beed,Maharashtra,02446 223584,18.842659,76.535058
Civil Surgeon General Hospital Blood Bank,"Civil Surgeon District General Hospital, Barshi Road, Beed, 431122",Beed,Maharashtra,02442 220609,18.986918,75.75332
The District Surgeon District Hospital Blood Bank,585401,Bidar,Karnataka,08482 220744,17.918098,77.515003
M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, 
Tal.South Solapur. Dist. Solapur, 413006",Solapur,Maharashtra,"0217 2280891, 0217 2280897",17.644778,75.986234
"Civil Surgeon, General Hospital Blood Bank","Civil Hospital Osmanabad, Tqand, Osmanabad, 413501",Osmanabad,Maharashtra,02472 226924,18.18077,76.034735
Akshay Blood Bank,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur, 413003",Solapur,Maharashtra,"0217 2315025, 0217 26993247",17.669558,75.915101
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,"Ashok Chowk, 896/97, Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor, Solapur, 413006",Solapur,Maharashtra,"0217 2653829, 0217 2390144, 0217 2620348",17.659918,75.906391
Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur, 413304",Solapur,Maharashtra,"02186 223650, 02186 222219",17.562936,75.265589
Shri Krishna Blood Bank,"Dr. Patange Hospital Building, Ajay Nagar Omerga, Omerga,  Osmanabad, 413606",Omerga,Maharashtra,"02457 252004, 02457 252232, 02457 252469",17.83503,76.622149
District Hospital Blood Bank,"District Hospital, Gazipur, 237001",Ghazipur,Uttar Pradesh,N/A,25.582008,83.582114
MGM Medical College Hospital Campus Blood Bank Jamshedpur,"Sakchi, Jamshedpur, 831001",Jamshedpur,Jharkhand,0657 2230092,22.811699,86.210334
Sadar Hospital Hajipur Blood Bank,"hospital road, hajipur, Near Civil Court, 8441010",Hajipur,Bihar,"09473191934, 09279220893",25.690268,85.208265
"Odisha Red Cross Blood Bank, SDH, Anandapur","Sub Divisional Hospital, Anandapur, Ghasipura, 758015",Anandapur,Odisha,06731 221467,21.628282,85.596419
Bokaro General Hospital Blood Bank,"Blood Bank, Bokaro General Hospital, Sector - 4, Bokaro Steel City, 827004",Bokaro,Jharkhand,6542289076,23.675112,86.145632
Bihar State Patna Medical College and Hospital (PMCH) Blood Bank,"Ashok Raj Path, Bankipore, 800004",Patna,Bihar,0612 2300334,25.619794,85.158851
District Hospital Blood Bank,"Saket Nagar, Deoria, 274807",Deoria,Uttar Pradesh,05568 227691,26.495682,83.781488
"Tisco Hospital Blood Bank, Kendujhar","Tisco Hospital, Joda, Kendujhar, 758034",Joda,Odisha,06767 272010,22.018667,85.418371
Rastra Kavi Dinkar Blood Bank,"Sadar Hospital, Begusarai, 851101",Begusarai,Bihar,06243 220072,25.4138,86.13596
"Odisha red Cross Blood Bank, Karanjia, Mayurbhanj","Sub Divisional Hospital, Karanjia (Post), Mayurbhanj, 757037",Karanjia,Odisha,06796 221832,21.764292,85.973327
TATA (TISCO) Hospital Blood bank,"Blood Transfusion Unit, TISCO Hospital, Noamundi, Chaibasa, 833217",Noamundi,Jharkhand,9234612775,22.145873,85.494402
Odisha Red Cross Blood Bank Sambalpur,"District Head Quarter Hospital, Pani Tanki Road, Modipada (Post), Sambalpur, 768002",Modipada,Odisha,0663 2400180,21.473765,83.974011
Sadar Hospital Jamui Blood Bank,"185, Khan Hospital Road, 811307",Jamui,Bihar,6345222820,25.20523,85.514552
"Odisha Red Cross Blood Bank, Baragarh","Distict Head Quarter Hospital, Bargarh, 768028",Bargarh,Odisha,06646 234104,21.335042,83.616202
Indian Red Cross Society (IRCS) Blood Bank Morabadi,"Morabadi, Near Hockey Stadium, Ranchi, 834008",Ranchi,Jharkhand,07091494670-75,23.3882502,85.3281205
Lisie Hospital Blood Bank,"Lisie Medical Institution, 682018",Ernakulam,Kerala,"0484 2400812, 0484 2401817",9.988224,76.288097
Palamu Sadar Hospital Blood Bank,"Daltonganj, palamau, 822101",Daltonganj,Jharkhand,06562 222677,24.047051,84.060447
Nalanda Medical College and Hospital Blood Bank,"Agamkuan, Near Shitla Mandir, 800007",Patna,Bihar,0612-2918523/2631159,25.594095,85.137565
Rinchi Trust Hospital Blood Bank,"Rinchi Trust Hospital Blood Bank, Kathal More, Itki Road, Ranchi., 835303",Ranchi,Jharkhand,0651 6456780,23.3451234,85.1106008
Sadar Hospital Samastipur Blood Bank,"14, State Highway 50, Azad Nagar, Samastipur,, 848101",Samastipur,Bihar,06274 222 331,25.857206,85.778507
Kiriburu Meghahatuburu General Hospital Blood Bank,"Kiriburu Iron Ore Mines, 833222",KIRIBURU,Jharkhand,06596 245025,22.104554,85.291571
Patliputra Medical college and Hospital (PMCH) Blood Bank Dhanbad,"PMCH, Saraidhela, Dhanbad, PO. BCCL Township, 826005",Dhanbad,Jharkhand,0326 2230301,23.7976877,86.4356088
Deben Mahato (Sadar) Hospital Blood Bank,"P.O.Purulia, 723101",Purulia,West Bengal,03252 222678,23.332391,86.362661
Garhwa Sadar Hospital Campus Blood Bank,"Blood Bank, Sadar Hospital Garhwa, 822114",Garhwa,Jharkhand,06561 222005,24.158163,83.802052
"Odisha Red Cross Blood Bank, Bhadrak","District Head Quarter Hospital, Bhadrak, 756100",Bhadrak,Odisha,06784 251817,21.065246,86.502463
Sadar Hospital Sasaram Blood Bank,"Rauza Road, Laxkariganj, Near Head Post Office, Sasaram, 821115",Rohtas,Bihar,6184227105,24.952782,84.013897
"Odisha Red Cross Blood Bank, Jharsuguda","District Head Quarter Hospital, Near Hanuman Mandir,, 768201",Jharsuguda,Odisha,06645 272180,21.853817,84.017235
Sainik Hospital Blood Bank Namkum,"Blood Bank, Sainik Hospital, Namkum, Ranchi, 834010",Ranchi,Jharkhand,0651 2260245,23.3496021,85.3796172
Gumla Sadar Hospital Blood Bank,"Blood Bank, Sadar Hospital Gumla, Jharkhand, 835207",Gumla,Jharkhand,9534032306,23.0346771,84.5383358
